transaction_id, is_refund, corr_transaction_identifier, date_time, transaction_date_type, transaction_date_other, amount, currency, payment_method_type, payment_method_other, initiated_at_physical_premises_of_merchant, payer_ms, payer_ms_source, psp_role_type, psp_role_other, reported_payee_id
DK-1-525,true,EE-1,2025-03-21T06:16:52Z,CESOP701,CESOP701,2333.83,CZK,Money Remittance,TODO,true,ES,IBAN,Payment Processor,other,5d737348-3b26-4995-816b-28374042cf85
FI-1-526,true,FR-1,2025-02-22T05:23:43Z,CESOP701,CESOP701,1111.00,DKK,Marketplace,TODO,true,GR,OBAN,E-payment,other,25c9e512-44b6-46e6-b925-9b3f4404b932
HR-1-527,true,HU-1,2025-03-27T04:15:29Z,CESOP701,CESOP701,1113441.00,HUF,Intermediary,TODO,true,IE,BIC,Payment collector,other,87ee9ec3-a6a1-4661-be9c-48436e32f92a
IT-1-528,true,LT-1,2025-03-18T05:30:01Z,CESOP701,CESOP701,2333.83,MYR,Other,TODO,true,LU,Other,Other,other,3ce32184-2b78-4ed6-afd7-4ebaf48a1053
LV-1-529,true,MT-1,2025-02-22T17:17:10Z,CESOP701,CESOP701,1111.00,PHP,Card payment,TODO,true,NL,IBAN,Three party card scheme,other,d00191ce-0001-44d3-a86b-1958f7f07801
PL-1-530,true,PT-1,2025-02-13T07:41:55Z,CESOP701,CESOP701,1113441.00,ARS,Bank transfer,TODO,true,RO,OBAN,Four party card scheme,other,c3f3f532-c6a4-40da-b3ad-e9a4c347d4ee
SE-1-531,true,SI-1,2025-01-24T20:11:51Z,CESOP701,CESOP701,2333.83,TWD,Direct debit,TODO,true,SK,BIC,E-money provider,other,14f1db92-1f06-4f65-9dbd-cb0623e1bf35
AT-1-532,true,BE-1,2025-03-06T16:49:40Z,CESOP701,CESOP701,1111.00,CLP,E-money,TODO,true,BG,Other,Acquirer,other,90e7d705-2eac-4a58-8242-37f31aff29cf
CY-1-533,true,CZ-1,2025-02-09T00:15:34Z,CESOP701,CESOP701,1113441.00,COP,Money Remittance,TODO,true,DE,IBAN,e-Wallet provider,other,03ac4151-d93a-4932-b22c-bfdc14d13489
DK-1-534,true,EE-1,2025-01-12T14:56:19Z,CESOP701,CESOP701,2333.83,PKR,Marketplace,TODO,true,ES,OBAN,Money Transfer operator,other,9b7385fb-84fb-4248-b327-858a8212ea04
FI-1-535,true,FR-1,2025-01-29T05:59:28Z,CESOP701,CESOP701,1111.00,RON,Intermediary,TODO,true,GR,BIC,Issuer of payment instruments,other,1f15372d-34af-49cc-b010-535e7f62cbb7
HR-1-536,true,HU-1,2025-03-21T18:18:54Z,CESOP701,CESOP701,1113441.00,SAR,Other,TODO,true,IE,Other,Payment Processor,other,144618f9-5775-4d12-a924-246627f6bab0
IT-1-537,true,LT-1,2025-02-19T08:05:38Z,CESOP701,CESOP701,2333.83,NPR,Card payment,TODO,true,LU,IBAN,E-payment,other,c1a33109-6270-49b5-9069-4cbbd2032b9f
LV-1-538,true,MT-1,2025-02-21T02:17:47Z,CESOP701,CESOP701,1111.00,EGP,Bank transfer,TODO,true,NL,OBAN,Payment collector,other,0008b516-5dad-4a0f-8d74-dcdb85dccd41
PL-1-539,true,PT-1,2025-02-01T22:46:32Z,CESOP701,CESOP701,1113441.00,MAD,Direct debit,TODO,true,RO,BIC,Other,other,a4f90723-09e3-4d02-abc2-55d32ca7ebdd
SE-1-540,true,SI-1,2025-02-18T05:25:46Z,CESOP701,CESOP701,2333.83,BHD,E-money,TODO,true,SK,Other,Three party card scheme,other,989f2677-9ce0-46f5-b7ed-633eab2dccbc
AT-1-541,true,BE-1,2025-02-07T11:09:20Z,CESOP701,CESOP701,1111.00,KWD,Money Remittance,TODO,true,BG,IBAN,Four party card scheme,other,348af94a-0b2b-4fed-b5c8-ca36274abf47
CY-1-542,true,CZ-1,2025-03-14T23:20:08Z,CESOP701,CESOP701,1113441.00,OMR,Marketplace,TODO,true,DE,OBAN,E-money provider,other,bb024b2b-9b24-4ed7-a3ce-b2e13ed523b1
DK-1-543,true,EE-1,2025-03-09T17:28:21Z,CESOP701,CESOP701,2333.83,QAR,Intermediary,TODO,true,ES,BIC,Acquirer,other,58263220-0e1f-41d9-bd2b-bd34f3cc9d80
FI-1-544,true,FR-1,2025-02-28T17:09:10Z,CESOP701,CESOP701,1111.00,VND,Other,TODO,true,GR,Other,e-Wallet provider,other,dbeae2ba-4df6-4231-a212-d5370acf11ad
HR-1-545,true,HU-1,2025-01-02T04:14:12Z,CESOP701,CESOP701,1113441.00,LKR,Card payment,TODO,true,IE,IBAN,Money Transfer operator,other,5d9ea3b2-d2a3-4e76-9015-0ed725150380
IT-1-546,true,LT-1,2025-02-14T03:35:16Z,CESOP701,CESOP701,2333.83,ISK,Bank transfer,TODO,true,LU,OBAN,Issuer of payment instruments,other,220234ef-91f2-4f77-9f5f-cff04df31023
LV-1-547,true,MT-1,2025-01-10T17:33:46Z,CESOP701,CESOP701,1111.00,JOD,Direct debit,TODO,true,NL,BIC,Payment Processor,other,8709b4d8-6fcf-410e-bd6f-9fec89f5faf2
PL-1-548,true,PT-1,2025-02-25T13:18:05Z,CESOP701,CESOP701,1113441.00,BAM,E-money,TODO,true,RO,Other,E-payment,other,ec465812-d2ae-465a-a499-69fa0ea48883
SE-1-549,true,SI-1,2025-02-25T22:49:29Z,CESOP701,CESOP701,2333.83,MDL,Money Remittance,TODO,true,SK,IBAN,Payment collector,other,b49ae14a-ebc0-489f-a059-5e03f64516d9
AT-1-550,true,BE-1,2025-01-31T05:41:27Z,CESOP701,CESOP701,1111.00,UAH,Marketplace,TODO,true,BG,OBAN,Other,other,f20b40cd-4590-4bbd-8d53-123c2c4f8312
CY-1-551,true,CZ-1,2025-02-06T09:10:32Z,CESOP701,CESOP701,1113441.00,USD,Intermediary,TODO,true,DE,BIC,Three party card scheme,other,29522f95-a438-40a0-94a9-2b16d60ed667
DK-1-552,true,EE-1,2025-03-17T02:34:08Z,CESOP701,CESOP701,2333.83,EUR,Other,TODO,true,ES,Other,Four party card scheme,other,f8c33030-91a0-4654-8ce9-2dcff48e1073
FI-1-553,true,FR-1,2025-03-22T01:51:43Z,CESOP701,CESOP701,1111.00,JPY,Card payment,TODO,true,GR,IBAN,E-money provider,other,b349c162-e382-41c4-a5d6-3d1eb2b7683f
HR-1-554,true,HU-1,2025-03-12T00:08:20Z,CESOP701,CESOP701,1113441.00,GBP,Bank transfer,TODO,true,IE,OBAN,Acquirer,other,a3191ec9-2ca5-4809-a031-aca4a151ca22
IT-1-555,true,LT-1,2025-01-24T21:55:10Z,CESOP701,CESOP701,2333.83,AUD,Direct debit,TODO,true,LU,BIC,e-Wallet provider,other,d64fb57f-3b3c-4d2c-b413-8a973a544392
LV-1-556,true,MT-1,2025-03-30T16:53:41Z,CESOP701,CESOP701,1111.00,CAD,E-money,TODO,true,NL,Other,Money Transfer operator,other,9511fe04-7d2b-43ef-80bc-bbf5afc803e9
PL-1-557,true,PT-1,2025-02-21T19:32:20Z,CESOP701,CESOP701,1113441.00,CHF,Money Remittance,TODO,true,RO,IBAN,Issuer of payment instruments,other,196e65a3-8e24-46bb-b615-3e01a2f411ca
SE-1-558,true,SI-1,2025-01-11T16:07:53Z,CESOP701,CESOP701,2333.83,CNY,Marketplace,TODO,true,SK,OBAN,Payment Processor,other,197b8321-ee47-48bd-9356-bb5ca5fa6e66
AT-1-559,true,BE-1,2025-02-06T17:47:33Z,CESOP701,CESOP701,1111.00,SEK,Intermediary,TODO,true,BG,BIC,E-payment,other,04ceed40-d944-4eb3-9a59-8a71cc3a998d
CY-1-560,true,CZ-1,2025-01-22T12:26:50Z,CESOP701,CESOP701,1113441.00,NZD,Other,TODO,true,DE,Other,Payment collector,other,c74e2a7e-1ec1-4269-aeac-5428dd6bc428
DK-1-561,true,EE-1,2025-03-16T21:33:01Z,CESOP701,CESOP701,2333.83,MXN,Card payment,TODO,true,ES,IBAN,Other,other,04e00d83-1058-4446-8868-1dc1071e6b59
FI-1-562,true,FR-1,2025-02-06T01:42:09Z,CESOP701,CESOP701,1111.00,SGD,Bank transfer,TODO,true,GR,OBAN,Three party card scheme,other,0b2e4673-c96a-4677-8989-da2451ea53aa
HR-1-563,true,HU-1,2025-01-01T12:22:29Z,CESOP701,CESOP701,1113441.00,HKD,Direct debit,TODO,true,IE,BIC,Four party card scheme,other,816e252a-2205-46e6-847a-a464e091b3c5
IT-1-564,true,LT-1,2025-02-20T12:11:28Z,CESOP701,CESOP701,2333.83,NOK,E-money,TODO,true,LU,Other,E-money provider,other,85d1957c-d717-48d8-a3c6-f49f0d7a22e3
LV-1-565,true,MT-1,2025-02-15T09:42:58Z,CESOP701,CESOP701,1111.00,ILS,Money Remittance,TODO,true,NL,IBAN,Acquirer,other,33203f19-529d-4234-839d-e0ee5b1a666a
PL-1-566,true,PT-1,2025-03-19T02:31:05Z,CESOP701,CESOP701,1113441.00,KRW,Marketplace,TODO,true,RO,OBAN,e-Wallet provider,other,de49b187-42ae-47ff-9e4a-01c16b282ab4
SE-1-567,true,SI-1,2025-03-14T21:55:31Z,CESOP701,CESOP701,2333.83,TRY,Intermediary,TODO,true,SK,BIC,Money Transfer operator,other,11c3e611-b80b-4125-8297-da127d1faeb8
AT-1-568,true,BE-1,2025-01-28T12:54:30Z,CESOP701,CESOP701,1111.00,RUB,Other,TODO,true,BG,Other,Issuer of payment instruments,other,f63e23f1-df3e-4c7d-a4f0-4a4fcae53506
CY-1-569,true,CZ-1,2025-01-04T11:37:40Z,CESOP701,CESOP701,1113441.00,INR,Card payment,TODO,true,DE,IBAN,Payment Processor,other,de7b4a51-52fa-4503-b5c1-a3d97000ce2b
DK-1-570,true,EE-1,2025-03-16T13:13:16Z,CESOP701,CESOP701,2333.83,BRL,Bank transfer,TODO,true,ES,OBAN,E-payment,other,e55a2c6d-bf67-45d2-9cf2-2cb052ed28c3
FI-1-571,true,FR-1,2025-03-28T05:16:56Z,CESOP701,CESOP701,1111.00,ZAR,Direct debit,TODO,true,GR,BIC,Payment collector,other,7f545029-04ba-4633-a953-77401b703b73
HR-1-572,true,HU-1,2025-02-27T12:29:51Z,CESOP701,CESOP701,1113441.00,AED,E-money,TODO,true,IE,Other,Other,other,57b54172-4501-4a74-8ccf-6fd37a9f8ff1
IT-1-573,true,LT-1,2025-01-16T11:33:41Z,CESOP701,CESOP701,2333.83,PLN,Money Remittance,TODO,true,LU,IBAN,Three party card scheme,other,827f6659-7878-4490-a90f-780d7f522a56
LV-1-574,true,MT-1,2025-01-03T02:26:59Z,CESOP701,CESOP701,1111.00,THB,Marketplace,TODO,true,NL,OBAN,Four party card scheme,other,e647cf1a-5065-41f1-be13-5bcaf856df66
PL-1-575,true,PT-1,2025-03-12T23:01:19Z,CESOP701,CESOP701,1113441.00,CZK,Intermediary,TODO,true,RO,BIC,E-money provider,other,d3d23811-df5f-4037-b759-2cc03d365b57
SE-1-576,true,SI-1,2025-03-17T14:00:30Z,CESOP701,CESOP701,2333.83,DKK,Other,TODO,true,SK,Other,Acquirer,other,dcb3250a-7b20-48b4-8e4d-56d280f9c691
AT-1-577,true,BE-1,2025-02-08T14:30:23Z,CESOP701,CESOP701,1111.00,HUF,Card payment,TODO,true,BG,IBAN,e-Wallet provider,other,d50d00ec-ae73-46c8-a9f3-b297d41d8a8a
CY-1-578,true,CZ-1,2025-02-06T17:49:02Z,CESOP701,CESOP701,1113441.00,MYR,Bank transfer,TODO,true,DE,OBAN,Money Transfer operator,other,a566a3a3-aade-463a-a9cf-41dbc5d844dd
DK-1-579,true,EE-1,2025-02-19T08:03:42Z,CESOP701,CESOP701,2333.83,PHP,Direct debit,TODO,true,ES,BIC,Issuer of payment instruments,other,c629525d-4f26-42b9-b508-6439478efc08
FI-1-580,true,FR-1,2025-01-25T17:14:50Z,CESOP701,CESOP701,1111.00,ARS,E-money,TODO,true,GR,Other,Payment Processor,other,81bda160-60ed-4fd6-a7f7-92a85f928137
HR-1-581,true,HU-1,2025-01-13T11:45:44Z,CESOP701,CESOP701,1113441.00,TWD,Money Remittance,TODO,true,IE,IBAN,E-payment,other,3e9014e3-fe45-4dec-82fa-2daa07a4fae2
IT-1-582,true,LT-1,2025-01-10T14:42:16Z,CESOP701,CESOP701,2333.83,CLP,Marketplace,TODO,true,LU,OBAN,Payment collector,other,9e91c18a-58ad-4586-a602-1a07d322fc23
LV-1-583,true,MT-1,2025-02-03T15:08:52Z,CESOP701,CESOP701,1111.00,COP,Intermediary,TODO,true,NL,BIC,Other,other,7fa84eac-86ac-4576-b480-2f3746da69be
PL-1-584,true,PT-1,2025-01-17T17:46:41Z,CESOP701,CESOP701,1113441.00,PKR,Other,TODO,true,RO,Other,Three party card scheme,other,4aece389-eeab-40cf-a7c0-6f28de93b396
SE-1-585,true,SI-1,2025-02-06T17:17:08Z,CESOP701,CESOP701,2333.83,RON,Card payment,TODO,true,SK,IBAN,Four party card scheme,other,c7cf0365-9e83-458e-800b-a9506c448720
AT-1-586,true,BE-1,2025-01-18T08:04:30Z,CESOP701,CESOP701,1111.00,SAR,Bank transfer,TODO,true,BG,OBAN,E-money provider,other,07b08cb5-7c51-47ce-bb76-66ab4f91936e
CY-1-587,true,CZ-1,2025-02-27T02:17:17Z,CESOP701,CESOP701,1113441.00,NPR,Direct debit,TODO,true,DE,BIC,Acquirer,other,968e568b-c596-4264-869b-cb85f5397636
DK-1-588,true,EE-1,2025-03-27T05:46:32Z,CESOP701,CESOP701,2333.83,EGP,E-money,TODO,true,ES,Other,e-Wallet provider,other,001c4b7a-6f87-4d96-bcf5-240d6c8a34a4
FI-1-589,true,FR-1,2025-03-31T04:12:19Z,CESOP701,CESOP701,1111.00,MAD,Money Remittance,TODO,true,GR,IBAN,Money Transfer operator,other,7c87573c-5531-4c89-ae84-4277f179e3d2
HR-1-590,true,HU-1,2025-01-19T05:59:16Z,CESOP701,CESOP701,1113441.00,BHD,Marketplace,TODO,true,IE,OBAN,Issuer of payment instruments,other,b911c1d9-691b-429a-bbf8-55892e9e6fe1
IT-1-591,true,LT-1,2025-02-14T08:47:50Z,CESOP701,CESOP701,2333.83,KWD,Intermediary,TODO,true,LU,BIC,Payment Processor,other,cabdbf1b-23be-4d36-9745-307e2f92fbe1
LV-1-592,true,MT-1,2025-02-17T17:52:56Z,CESOP701,CESOP701,1111.00,OMR,Other,TODO,true,NL,Other,E-payment,other,29376ef0-e70e-477d-9243-6fc2fc59d6a0
PL-1-593,true,PT-1,2025-01-22T22:30:21Z,CESOP701,CESOP701,1113441.00,QAR,Card payment,TODO,true,RO,IBAN,Payment collector,other,0cb3b852-13ba-47e5-a294-c837b21b2bb4
SE-1-594,true,SI-1,2025-01-31T02:41:26Z,CESOP701,CESOP701,2333.83,VND,Bank transfer,TODO,true,SK,OBAN,Other,other,d91783b1-38ee-4906-87f1-d32df2b4f5fb
AT-1-595,true,BE-1,2025-03-04T08:29:22Z,CESOP701,CESOP701,1111.00,LKR,Direct debit,TODO,true,BG,BIC,Three party card scheme,other,09c56ae9-dfd4-4b96-a523-37615fee0cab
CY-1-596,true,CZ-1,2025-03-02T14:57:37Z,CESOP701,CESOP701,1113441.00,ISK,E-money,TODO,true,DE,Other,Four party card scheme,other,1d4f6e5c-0621-4f48-b777-0e290c17d871
DK-1-597,true,EE-1,2025-02-09T12:05:30Z,CESOP701,CESOP701,2333.83,JOD,Money Remittance,TODO,true,ES,IBAN,E-money provider,other,f6707459-bbc8-49ba-8f46-f9dcf0c2ed39
FI-1-598,true,FR-1,2025-03-05T16:48:10Z,CESOP701,CESOP701,1111.00,BAM,Marketplace,TODO,true,GR,OBAN,Acquirer,other,3d1d2b8a-6f50-4fa0-a731-9668d3f1072f
HR-1-599,true,HU-1,2025-03-27T11:23:25Z,CESOP701,CESOP701,1113441.00,MDL,Intermediary,TODO,true,IE,BIC,e-Wallet provider,other,d59922ce-31e5-452c-9df5-b55a8506dc2f
IT-1-600,true,LT-1,2025-02-02T03:00:10Z,CESOP701,CESOP701,2333.83,UAH,Other,TODO,true,LU,Other,Money Transfer operator,other,98f770aa-cf5d-4ad5-9d29-02402ac5a9b8
LV-1-601,true,MT-1,2025-02-07T21:32:53Z,CESOP701,CESOP701,1111.00,USD,Card payment,TODO,true,NL,IBAN,Issuer of payment instruments,other,66c4fb74-59f2-4404-9201-2439072b8524
PL-1-602,true,PT-1,2025-03-18T12:03:28Z,CESOP701,CESOP701,1113441.00,EUR,Bank transfer,TODO,true,RO,OBAN,Payment Processor,other,f28eb3a9-fe90-4905-afb6-a2368a028f7f
SE-1-603,true,SI-1,2025-03-05T19:12:50Z,CESOP701,CESOP701,2333.83,JPY,Direct debit,TODO,true,SK,BIC,E-payment,other,f137a338-491c-4b6e-9b71-5b80788fef98
AT-1-604,true,BE-1,2025-01-24T04:22:14Z,CESOP701,CESOP701,1111.00,GBP,E-money,TODO,true,BG,Other,Payment collector,other,503d1d61-1dfb-4b20-b225-e215f4a5dd06
CY-1-605,true,CZ-1,2025-01-28T13:03:22Z,CESOP701,CESOP701,1113441.00,AUD,Money Remittance,TODO,true,DE,IBAN,Other,other,495ef427-d64c-4efa-b868-1a8ccf0cd768
DK-1-606,true,EE-1,2025-02-06T15:34:12Z,CESOP701,CESOP701,2333.83,CAD,Marketplace,TODO,true,ES,OBAN,Three party card scheme,other,c2398579-7f00-47ff-8da5-f9973254c2b0
FI-1-607,true,FR-1,2025-03-26T10:45:55Z,CESOP701,CESOP701,1111.00,CHF,Intermediary,TODO,true,GR,BIC,Four party card scheme,other,d73f67ea-7ce6-4b62-afe8-c711d540f6a7
HR-1-608,true,HU-1,2025-01-03T13:53:12Z,CESOP701,CESOP701,1113441.00,CNY,Other,TODO,true,IE,Other,E-money provider,other,661d4ada-e6f8-41a1-a0f9-c87c51bf79a6
IT-1-609,true,LT-1,2025-01-23T13:15:33Z,CESOP701,CESOP701,2333.83,SEK,Card payment,TODO,true,LU,IBAN,Acquirer,other,d537f50a-0ce5-4c25-9b73-43fb9bf52286
LV-1-610,true,MT-1,2025-03-09T00:11:15Z,CESOP701,CESOP701,1111.00,NZD,Bank transfer,TODO,true,NL,OBAN,e-Wallet provider,other,19a6598f-986c-4757-be87-ea994679e1a2
PL-1-611,true,PT-1,2025-03-16T00:42:54Z,CESOP701,CESOP701,1113441.00,MXN,Direct debit,TODO,true,RO,BIC,Money Transfer operator,other,cfff2eb3-0b47-4654-8925-5477b453b84c
SE-1-612,true,SI-1,2025-03-14T21:02:04Z,CESOP701,CESOP701,2333.83,SGD,E-money,TODO,true,SK,Other,Issuer of payment instruments,other,718a7ae9-617a-4af9-8c5d-c3b59fe8a068
AT-1-613,true,BE-1,2025-01-12T08:19:59Z,CESOP701,CESOP701,1111.00,HKD,Money Remittance,TODO,true,BG,IBAN,Payment Processor,other,3d0844f6-1d55-4fd3-8acd-211404d770f5
CY-1-614,true,CZ-1,2025-01-29T19:31:46Z,CESOP701,CESOP701,1113441.00,NOK,Marketplace,TODO,true,DE,OBAN,E-payment,other,b0e48fc2-1bdd-4cd5-9492-aaa12b6cf818
DK-1-615,true,EE-1,2025-03-08T21:44:30Z,CESOP701,CESOP701,2333.83,ILS,Intermediary,TODO,true,ES,BIC,Payment collector,other,cfbb3c00-c493-4fa5-9a3a-1ac8e7c9d0b0
FI-1-616,true,FR-1,2025-03-16T21:53:03Z,CESOP701,CESOP701,1111.00,KRW,Other,TODO,true,GR,Other,Other,other,c246589b-f2d3-46cb-98a3-2d7c73e69249
HR-1-617,true,HU-1,2025-02-26T05:43:54Z,CESOP701,CESOP701,1113441.00,TRY,Card payment,TODO,true,IE,IBAN,Three party card scheme,other,169fa890-97e4-4f96-aad9-88bbeb1ef5a0
IT-1-618,true,LT-1,2025-01-13T03:22:03Z,CESOP701,CESOP701,2333.83,RUB,Bank transfer,TODO,true,LU,OBAN,Four party card scheme,other,92543bff-f5f7-4dad-ae1f-0a26ceb1c7ac
LV-1-619,true,MT-1,2025-01-14T20:51:04Z,CESOP701,CESOP701,1111.00,INR,Direct debit,TODO,true,NL,BIC,E-money provider,other,dfa9a6b6-2644-49c2-acb3-7da4bd23e548
PL-1-620,true,PT-1,2025-03-17T16:51:19Z,CESOP701,CESOP701,1113441.00,BRL,E-money,TODO,true,RO,Other,Acquirer,other,b1b67ca9-7d57-4756-9efe-be0ade2eb4aa
SE-1-621,true,SI-1,2025-02-01T08:58:13Z,CESOP701,CESOP701,2333.83,ZAR,Money Remittance,TODO,true,SK,IBAN,e-Wallet provider,other,9d4c1dc8-06bc-48ca-93b4-0328f71844a1
AT-1-622,true,BE-1,2025-03-23T11:22:34Z,CESOP701,CESOP701,1111.00,AED,Marketplace,TODO,true,BG,OBAN,Money Transfer operator,other,c4690982-5bc2-4535-b673-8d76ed31caca
CY-1-623,true,CZ-1,2025-01-20T09:00:25Z,CESOP701,CESOP701,1113441.00,PLN,Intermediary,TODO,true,DE,BIC,Issuer of payment instruments,other,0a5b7f8f-236b-4e35-a44f-5897a8df7170
DK-1-624,true,EE-1,2025-03-10T21:31:09Z,CESOP701,CESOP701,2333.83,THB,Other,TODO,true,ES,Other,Payment Processor,other,7d9fee01-f3c2-41ca-9912-09a2bb0d7dd6
FI-1-625,true,FR-1,2025-01-13T04:01:02Z,CESOP701,CESOP701,1111.00,CZK,Card payment,TODO,true,GR,IBAN,E-payment,other,6f1510e5-26b2-46dd-a175-713e354f1031
HR-1-626,true,HU-1,2025-02-21T21:48:14Z,CESOP701,CESOP701,1113441.00,DKK,Bank transfer,TODO,true,IE,OBAN,Payment collector,other,8d5aa1b9-ba83-4aa4-823a-f5b0ddf5ce00
IT-1-627,true,LT-1,2025-01-08T22:26:14Z,CESOP701,CESOP701,2333.83,HUF,Direct debit,TODO,true,LU,BIC,Other,other,11854632-4fae-4632-ae60-a2d43b102a57
LV-1-628,true,MT-1,2025-01-01T00:54:54Z,CESOP701,CESOP701,1111.00,MYR,E-money,TODO,true,NL,Other,Three party card scheme,other,f428f84c-57be-4796-8434-ea10930b05df
PL-1-629,true,PT-1,2025-02-08T16:24:22Z,CESOP701,CESOP701,1113441.00,PHP,Money Remittance,TODO,true,RO,IBAN,Four party card scheme,other,878cc4e5-4359-464f-86a8-fa0ff13689db
SE-1-630,true,SI-1,2025-02-18T10:19:09Z,CESOP701,CESOP701,2333.83,ARS,Marketplace,TODO,true,SK,OBAN,E-money provider,other,8ae395cb-480c-4965-a347-40d5ae202be9
AT-1-631,true,BE-1,2025-01-28T01:28:02Z,CESOP701,CESOP701,1111.00,TWD,Intermediary,TODO,true,BG,BIC,Acquirer,other,6455ee85-3f4e-4db0-a035-6af087484959
CY-1-632,true,CZ-1,2025-01-23T04:15:12Z,CESOP701,CESOP701,1113441.00,CLP,Other,TODO,true,DE,Other,e-Wallet provider,other,821e4f7b-96ea-4fcf-bcad-b765dfc703a8
DK-1-633,true,EE-1,2025-03-20T18:31:25Z,CESOP701,CESOP701,2333.83,COP,Card payment,TODO,true,ES,IBAN,Money Transfer operator,other,9624fb9f-3fb6-4102-987b-553ab0b5f32a
FI-1-634,true,FR-1,2025-02-19T03:38:47Z,CESOP701,CESOP701,1111.00,PKR,Bank transfer,TODO,true,GR,OBAN,Issuer of payment instruments,other,0b04e153-7e4b-4485-9fcd-97c54660928c
HR-1-635,true,HU-1,2025-03-06T03:07:40Z,CESOP701,CESOP701,1113441.00,RON,Direct debit,TODO,true,IE,BIC,Payment Processor,other,3e4876d2-bbfa-4cb7-adcc-8128af4e0392
IT-1-636,true,LT-1,2025-01-30T15:59:00Z,CESOP701,CESOP701,2333.83,SAR,E-money,TODO,true,LU,Other,E-payment,other,f731b766-8e96-4dcd-9e5f-00cb9d899e34
LV-1-637,true,MT-1,2025-01-10T03:10:41Z,CESOP701,CESOP701,1111.00,NPR,Money Remittance,TODO,true,NL,IBAN,Payment collector,other,42fa2a5d-91e0-4ba2-96ba-1e67f6b2d732
PL-1-638,true,PT-1,2025-03-10T21:39:12Z,CESOP701,CESOP701,1113441.00,EGP,Marketplace,TODO,true,RO,OBAN,Other,other,599a5021-240b-4ee1-841c-abf8acf710b4
SE-1-639,true,SI-1,2025-03-02T08:08:38Z,CESOP701,CESOP701,2333.83,MAD,Intermediary,TODO,true,SK,BIC,Three party card scheme,other,6b1c8fb0-9d43-426f-bd75-a005b2d0b54c
AT-1-640,true,BE-1,2025-03-20T23:05:14Z,CESOP701,CESOP701,1111.00,BHD,Other,TODO,true,BG,Other,Four party card scheme,other,c8ac8a81-6855-415c-80e6-e40dd240440b
CY-1-641,true,CZ-1,2025-01-16T06:03:35Z,CESOP701,CESOP701,1113441.00,KWD,Card payment,TODO,true,DE,IBAN,E-money provider,other,7297c9f1-84cb-444b-b862-996bf8e5760b
DK-1-642,true,EE-1,2025-01-06T23:22:43Z,CESOP701,CESOP701,2333.83,OMR,Bank transfer,TODO,true,ES,OBAN,Acquirer,other,4108625e-ea27-4554-bd09-816130f7da4b
FI-1-643,true,FR-1,2025-01-09T17:06:59Z,CESOP701,CESOP701,1111.00,QAR,Direct debit,TODO,true,GR,BIC,e-Wallet provider,other,57de4087-fe24-433e-8a20-bf7ec35e0dc9
HR-1-644,true,HU-1,2025-02-07T19:16:45Z,CESOP701,CESOP701,1113441.00,VND,E-money,TODO,true,IE,Other,Money Transfer operator,other,be256de3-70d8-4202-bcd2-c21192fea235
IT-1-645,true,LT-1,2025-03-17T10:11:44Z,CESOP701,CESOP701,2333.83,LKR,Money Remittance,TODO,true,LU,IBAN,Issuer of payment instruments,other,76420ed8-e834-476b-b5fb-849b41ff5254
LV-1-646,true,MT-1,2025-02-18T15:32:23Z,CESOP701,CESOP701,1111.00,ISK,Marketplace,TODO,true,NL,OBAN,Payment Processor,other,71b9996d-baaa-488a-83cb-8d68474fa37d
PL-1-647,true,PT-1,2025-02-22T07:17:54Z,CESOP701,CESOP701,1113441.00,JOD,Intermediary,TODO,true,RO,BIC,E-payment,other,a4b73d49-f601-4d4c-b712-f50bf45a60f8
SE-1-648,true,SI-1,2025-02-11T12:07:30Z,CESOP701,CESOP701,2333.83,BAM,Other,TODO,true,SK,Other,Payment collector,other,3a01e49d-895c-4581-8936-e416c66341fc
AT-1-649,true,BE-1,2025-03-06T04:17:23Z,CESOP701,CESOP701,1111.00,MDL,Card payment,TODO,true,BG,IBAN,Other,other,0e052a79-e54b-4372-8a6f-34494a701e5f
CY-1-650,true,CZ-1,2025-02-17T06:00:31Z,CESOP701,CESOP701,1113441.00,UAH,Bank transfer,TODO,true,DE,OBAN,Three party card scheme,other,0f0b54aa-5e0b-458f-a565-2d648b51777c
DK-1-651,true,EE-1,2025-01-22T16:15:22Z,CESOP701,CESOP701,2333.83,USD,Direct debit,TODO,true,ES,BIC,Four party card scheme,other,5853b6dc-0d4d-41a7-8140-09763f943fe9
FI-1-652,true,FR-1,2025-02-03T04:08:58Z,CESOP701,CESOP701,1111.00,EUR,E-money,TODO,true,GR,Other,E-money provider,other,e3244b8a-d205-4896-b7e1-645cd1dded8e
HR-1-653,true,HU-1,2025-02-16T15:11:19Z,CESOP701,CESOP701,1113441.00,JPY,Money Remittance,TODO,true,IE,IBAN,Acquirer,other,17c869ec-1af4-4640-8de1-316c7b95b2a2
IT-1-654,true,LT-1,2025-02-04T14:52:23Z,CESOP701,CESOP701,2333.83,GBP,Marketplace,TODO,true,LU,OBAN,e-Wallet provider,other,4dda2939-6efc-4676-8c84-07095a108be2
LV-1-655,true,MT-1,2025-02-10T09:17:54Z,CESOP701,CESOP701,1111.00,AUD,Intermediary,TODO,true,NL,BIC,Money Transfer operator,other,bfb8237b-df99-4154-846c-4283c1ee9294
